Class Index,Text
1,"the aim of his poetics is to savor his sounds and images , ponder on historical , philosophical , and ethical issues associated with them ."
1,a group of dedicated artists .
1,"the quavering essence of passion , grief and fear ."
1,the backdrop of a glittering cinematography that creates an amazing asian landscape painting .
1,a lot of good reasons .
1,the joys of perfect pizza .
0,"for an emotional ( at least psychologically ) adolescent audience , who would demand regular shocks and bouts of mild defensible sexual violence to keep him interested"
0,a little simplistic
1,no telemarketer bought me the film .
0,"with heavy handed symbolism , psychology of a boutique and an endless series of scenic shots , which appear twice as long as 105 minutes ."
1,smaller numbered children 's taste .
0,the biggest shock of the film came when she saw former nymphette juliette lewis as a saltwater mother minnie and watched slim go unnoticed in a ridiculous wig that no decent halloween costume would ever try to sell .
1,masterful visual work of silence .
0,in ruins and hopelessness
1,tears welled up on both occasions .
1,a likely comic premise .
0,from conviction to affectation
0,through an empty theater filled with weeds
1,something so fascinating .
0,with a really bad comic writing
0,a couple of surprises
0,"like a void , self indulgent , and worst of all . . ."
0,the fabric of a protective cloak that protects its own ego
0,the war weary marine
0,a painful thong .
1,a sharp and funny look at a cult .
1,"an amusing , albeit somewhat standardized action ."
0,a fluttering of propaganda
1,a reportedly inspiring and easily marketable film .
1,agreed .
1,"an environment that keeps you on the edge of danger , political intrigue , and calamity ."
0,on the basis of his premise
1,"even the difference between a son and a woman , a woman and a father , and a brother in law ."
1,this time he really tried to figure out the real story .
0,"in the case of farts , urine , excrement , semen , and other nasty substances . . ."
0,of course paul cox must have shown him .
0,skip the skunk
0,with marginal information
1,pleasure .
0,"that martin lawrence 's latest car will explode into 2,500 screens , while something of bubba ho tep will probably end up in a shelf somewhere . . ."
0,"in fact , almost everything you take from most movies is mishandled ."
0,the possibilities still seem endless .
1,a couple of laughs .
1,veret 's smart about telling stories .
0,like a lazy manuscript .
1,a soulful and thoughtful meditation .
1,the highest and best performances .
1,zips along with a b movie verve and adds rich details and go to hell actors that bring something special .
1,the fact that i 'm not waiting for what the manager will do .
1,a lot of first class talent .
1,a welcome perspective .
0,like bad ideas instead of bad acts like happiness . . .
1,thanks to the confident film and two amazing performances .
1,"visualizations , even erotically frank ."
1,"meeting , even exceeding expectations , is the best sequel since the empire came to power , a majestic achievement , a story full of stunning grandeur and surprising emotional depth ."
0,the impression of permanent evil . . .
0,in this story there are redundancies and young actors who do n't have much experience are often aggressive
0,", but he 's equally boring and obvious . . ."
0,"from the start , the film promises a promising ending , but it ends too predictable and too cliche for a real twist ."
1,optimistic conclusion .
1,pokemon four .
0,on the basis of the fact that most films are mishandled here
0,a broad smile
0,like the horror debut of the director mad cow
1,laughter . . . sometimes laughing .
1,"nothing 's meaningful or memorable , not even with the icing ."
1,a moving and adventurous debut .
1,skillful assembly .
0,"in some cases the direction rises to a marginal area , but in most of the film it is difficult to say who or why is being pursued ."
1,samuel l . jackson 's best acting !
1,treasure planet 's better animations than recent japanese animations .
1,catch you .
0,"without a poisonous bite of its name , but . . ."
0,the film 's going to be a horror movie
1,sustain interest until its end .
1,warning only for serious movie fans !
1,an ambitious target .
1,enough for a laugh .
1,"solid cast , assured direction , and a complete lack of irony in today 's world ."
1,worshiping heroes .
1,a man who has seen the film twice or has read a book about it .
1,unexpected flashes of black humor .
1,"an emotional reflection on ageing , suffering and prospects for death ."
1,high gloss and high octane lulls .
1,inspiration !
1,lifelong fears of life .
0,with a charm that is conspicuously missing in the girl 's big show . . .
0,without being so funny or charming as he thinks he is
1,joyfully !
1,great and cruel .
0,in the next four words
0,"like a determined , tight lipped romp that does n't really have much to say about anything other than reports"
0,"as a great advantage , invest subtlety and heat into an interactive bear when people act like puppets . . ."
1,an individual mood and a kind of careless thing that is actually quite amazing .
0,in vain
1,month . . . ?
0,"like the director 's trying to make viewers feel important just because the film is ugly , not because it 's from hollywood . . ."
1,"a charming tale of love , desire and voting ."
0,under his own weak weight . . .
1,a satisfying romantic comedy .
0,"flat , unconvincing"
1,the film settles down and becomes compulsively interested in the kind of guilty pleasure and day to day dramas .
1,"a bit of an ironic compliment to say that the film will eventually make viewers feel like the victims of the film , which is also the best quality of this film ."
1,love the opening scenes of the freezing new york city of 1899 !
1,unusual houses .
1,beautiful realization .
0,a state of misery
0,"like a fool , irrelevant and deep . . ."
0,like that 's boring
1,such a sophisticated and inexperienced approach to television .
